supp_cd,mgfname,itpack_cd,itempackname,it_cd,itemname,pack_cd,packages,pkg_unit,no_pkg,short_cd,is_0_mrp,mrp_order,ipmrp_cd,mrp_item,mrp,sal_gr_rt,off_onmrp,sal_remark,it_und_gp
"HD","HALDIRAM FOODS INT.L","HD151AI","HD.DAL BIJI-150g","HD151","HD.DAL BIJI","AI","150GM","GM",150.00,"10",F,6,"HD151AIC","HD.DAL BIJI-150g @34.00",34.00,25.9500,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD152AI","HD.ALL IN ONE-150g","HD152","HD.ALL IN ONE","AI","150GM","GM",150.00,"",F,13,"HD152AIC","HD.ALL IN ONE-150g @36.00",36.00,29.0500,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD152AI","HD.ALL IN ONE-150g","HD152","HD.ALL IN ONE","AI","150GM","GM",150.00,"11",F,10,"HD152AID","HD.ALL IN ONE-150g @35.00",35.00,26.7100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD152ZA","HD.ALL IN ONE-350g","HD152","HD.ALL IN ONE","ZA","350g","",0.000,"130",F,3,"HD152ZAA","HD.ALL IN ONE-350g @80.00",80.00,61.0400,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD153AI","HD.ALU BHUJIA-150g","HD153","HD.ALU BHUJIA","AI","150GM","GM",150.00,"",F,10,"HD153AIC","HD.ALU BHUJIA-150g @34.00",34.00,27.4400,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD153AI","HD.ALU BHUJIA-150g","HD153","HD.ALU BHUJIA","AI","150GM","GM",150.00,"4",F,8,"HD153AID","HD.ALU BHUJIA-150g @35.00",35.00,26.7100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD153ZA","HD.ALU BHUJIA-350g","HD153","HD.ALU BHUJIA","ZA","350g","",0.000,"",F,6,"HD153ZAA","HD.ALU BHUJIA-350g @76.00",76.00,61.3400,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD153ZA","HD.ALU BHUJIA-350g","HD153","HD.ALU BHUJIA","ZA","350g","",0.000,"5",F,5,"HD153ZAB","HD.ALU BHUJIA-350g @80.00",80.00,61.0600,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD153ZC","HD.ALU BHUJIA-1Kg","HD153","HD.ALU BHUJIA","ZC","1Kg","",0.000,"6",F,3,"HD153ZCA","HD.ALU BHUJIA-1Kg @190.00",190.00,145.0000,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD153ZN","HD.ALU BHUJIA-55g","HD153","HD.ALU BHUJIA","ZN","55g","",0.000,"405",F,1,"HD153ZNA","HD.ALU BHUJIA-55g @10.00",10.00,8.0400,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD154AA","HD.ALU LACCHA-100g","HD154","HD.ALU LACCHA","AA","100GM","GM",100.00,"12",F,9,"HD154AAC","HD.ALU LACCHA-100g @32.00",32.00,24.4200,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD156AI","HD.BHEL PURI-150g","HD156","HD.BHEL PURI","AI","150GM","GM",150.00,"",F,5,"HD156AIA","HD.BHEL PURI-150g @38.00",38.00,30.4100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD156AI","HD.BHEL PURI-150g","HD156","HD.BHEL PURI","AI","150GM","GM",150.00,"",F,6,"HD156AIB","HD.BHEL PURI-150g @40.00",40.00,32.0200,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD156AI","HD.BHEL PURI-150g","HD156","HD.BHEL PURI","AI","150GM","GM",150.00,"",F,4,"HD156AIC","HD.BHEL PURI-150g @42.00",42.00,33.9000,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD156AI","HD.BHEL PURI-150g","HD156","HD.BHEL PURI","AI","150GM","GM",150.00,"26",F,3,"HD156AID","HD.BHEL PURI-150g @50.00",50.00,38.1500,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD156AR","HD.BHEL PURI-300g","HD156","HD.BHEL PURI","AR","300g","",0.000,"",F,4,"HD156ARA","HD.BHEL PURI-300g @72.00",72.00,57.6200,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD156AR","HD.BHEL PURI-300g","HD156","HD.BHEL PURI","AR","300g","",0.000,"126",F,2,"HD156ARB","HD.BHEL PURI-300g @96.00",96.00,73.2700,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD157AI","HD.CHANA CHOOR-150g","HD157","HD.CHANA CHOOR","AI","150GM","GM",150.00,"",F,6,"HD157AIA","HD.CHANA CHOOR-150g @30.00",30.00,24.0100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD157AI","HD.CHANA CHOOR-150g","HD157","HD.CHANA CHOOR","AI","150GM","GM",150.00,"",F,5,"HD157AIB","HD.CHANA CHOOR-150g @32.00",32.00,25.6100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD157AI","HD.CHANA CHOOR-150g","HD157","HD.CHANA CHOOR","AI","150GM","GM",150.00,"",F,4,"HD157AIC","HD.CHANA CHOOR-150g @34.00",34.00,27.4400,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD157AI","HD.CHANA CHOOR-150g","HD157","HD.CHANA CHOOR","AI","150GM","GM",150.00,"17",F,3,"HD157AID","HD.CHANA CHOOR-150g @35.00",35.00,26.7100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD158AI","HD.CHATPATA DAL-150g","HD158","HD.CHATPATA DAL","AI","150GM","GM",150.00,"",F,8,"HD158AIA","HD.CHATPATA DAL-150g @26.00",26.00,20.8100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD158AI","HD.CHATPATA DAL-150g","HD158","HD.CHATPATA DAL","AI","150GM","GM",150.00,"",F,9,"HD158AIB","HD.CHATPATA DAL-150g @28.00",28.00,22.4100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD158AI","HD.CHATPATA DAL-150g","HD158","HD.CHATPATA DAL","AI","150GM","GM",150.00,"",F,7,"HD158AIC","HD.CHATPATA DAL-150g @30.00",30.00,24.3000,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD158AI","HD.CHATPATA DAL-150g","HD158","HD.CHATPATA DAL","AI","150GM","GM",150.00,"",F,3,"HD158AID","HD.CHATPATA DAL-150g @32.00",32.00,24.4200,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD158AI","HD.CHATPATA DAL-150g","HD158","HD.CHATPATA DAL","AI","150GM","GM",150.00,"22",F,1,"HD158AIE","HD.CHATPATA DAL-150g @35.00",35.00,26.7100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD159AI","HD.CHANNA NUT-150g","HD159","HD.CHANNA NUT","AI","150GM","GM",150.00,"",F,10,"HD159AIA","HD.CHANNA NUT-150g @26.00",26.00,20.8100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD159AI","HD.CHANNA NUT-150g","HD159","HD.CHANNA NUT","AI","150GM","GM",150.00,"",F,9,"HD159AIB","HD.CHANNA NUT-150g @28.00",28.00,22.4100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD159AI","HD.CHANNA NUT-150g","HD159","HD.CHANNA NUT","AI","150GM","GM",150.00,"25",F,8,"HD159AIC","HD.CHANNA NUT-150g @30.00",30.00,22.8900,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD159AI","HD.CHANNA NUT-150g","HD159","HD.CHANNA NUT","AI","150GM","GM",150.00,"25",F,2,"HD159AID","HD.CHANNA NUT-150g @32.00",32.00,25.1900,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD160AI","HD.DRYFRUIT MIX-150g","HD160","HD.DRYFRUIT MIX","AI","150GM","GM",150.00,"",F,8,"HD160AIB","HD.DRYFRUIT MIX-150g @50.00",50.00,41.4100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD160AI","HD.DRYFRUIT MIX-150g","HD160","HD.DRYFRUIT MIX","AI","150GM","GM",150.00,"",F,5,"HD160AIC","HD.DRYFRUIT MIX-150g @54.00",54.00,44.7200,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD160AI","HD.DRYFRUIT MIX-150g","HD160","HD.DRYFRUIT MIX","AI","150GM","GM",150.00,"",F,4,"HD160AID","HD.DRYFRUIT MIX-150g @56.00",56.00,43.4800,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD160AI","HD.DRYFRUIT MIX-150g","HD160","HD.DRYFRUIT MIX","AI","150GM","GM",150.00,"18",F,2,"HD160AIE","HD.DRYFRUIT MIX-150g @60.00",60.00,46.4300,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD160AI","HD.DRYFRUIT MIX-150g","HD160","HD.DRYFRUIT MIX","AI","150GM","GM",150.00,"18",F,1,"HD160AIF","HD.DRYFRUIT MIX-150g @70.00",70.00,54.3500,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD161AI","HD.FALHARI CHIVDA-150g","HD161","HD.FALHARI CHIVDA","AI","150GM","GM",150.00,"",F,10,"HD161AIA","HD.FALHARI CHIVDA-150g @26.00",26.00,20.8100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD161AI","HD.FALHARI CHIVDA-150g","HD161","HD.FALHARI CHIVDA","AI","150GM","GM",150.00,"",F,11,"HD161AIB","HD.FALHARI CHIVDA-150g @28.00",28.00,22.4100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD161AI","HD.FALHARI CHIVDA-150g","HD161","HD.FALHARI CHIVDA","AI","150GM","GM",150.00,"23",F,9,"HD161AIC","HD.FALHARI CHIVDA-150g @30.00",30.00,22.8900,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD162EI","HD.FATAFAT BHEL-65g","HD162","HD.FATAFAT BHEL","EI","65g","",0.000,"90",F,6,"HD162EIB","HD.FATAFAT BHEL-65g @30.00",30.00,22.8900,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD162EI","HD.FATAFAT BHEL-65g","HD162","HD.FATAFAT BHEL","EI","65g","",0.000,"90",F,3,"HD162EIC","HD.FATAFAT BHEL-65g @40.00",40.00,30.3600,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD162ZF","HD.FATAFAT BHEL-70g","HD162","HD.FATAFAT BHEL","ZF","70g","",0.000,"",F,5,"HD162ZFA","HD.FATAFAT BHEL-70g @20.00",20.00,16.1300,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD162ZF","HD.FATAFAT BHEL-70g","HD162","HD.FATAFAT BHEL","ZF","70g","",0.000,"",F,3,"HD162ZFB","HD.FATAFAT BHEL-70g @25.00",25.00,20.1800,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD163AI","HD.KHATA MITHA-150g","HD163","HD.KHATA MITHA","AI","150GM","GM",150.00,"",F,10,"HD163AIA","HD.KHATA MITHA-150g @26.00",26.00,20.8100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD163AI","HD.KHATA MITHA-150g","HD163","HD.KHATA MITHA","AI","150GM","GM",150.00,"",F,11,"HD163AIB","HD.KHATA MITHA-150g @28.00",28.00,22.4100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD163AI","HD.KHATA MITHA-150g","HD163","HD.KHATA MITHA","AI","150GM","GM",150.00,"19",F,9,"HD163AIC","HD.KHATA MITHA-150g @30.00",30.00,22.7700,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD163AU","HD.KHATA MITHA-60g","HD163","HD.KHATA MITHA","AU","60g","",0.000,"",F,1,"HD163AUA","HD.KHATA MITHA-60g @10.00",10.00,7.5900,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD163ZA","HD.KHATA MITHA-350g","HD163","HD.KHATA MITHA","ZA","350g","",0.000,"",F,8,"HD163ZAA","HD.KHATA MITHA-350g @58.00",58.00,46.4200,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD163ZA","HD.KHATA MITHA-350g","HD163","HD.KHATA MITHA","ZA","350g","",0.000,"",F,7,"HD163ZAB","HD.KHATA MITHA-350g @63.00",63.00,50.4200,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD163ZA","HD.KHATA MITHA-350g","HD163","HD.KHATA MITHA","ZA","350g","",0.000,"",F,5,"HD163ZAC","HD.KHATA MITHA-350g @67.00",67.00,52.8300,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD163ZA","HD.KHATA MITHA-350g","HD163","HD.KHATA MITHA","ZA","350g","",0.000,"31",F,4,"HD163ZAD","HD.KHATA MITHA-350g @65.00",65.00,49.6100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD164AI","HD.MIXTURE-150g","HD164","HD.MIXTURE","AI","150GM","GM",150.00,"",F,10,"HD164AIA","HD.MIXTURE-150g @26.00",26.00,20.8100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD164AI","HD.MIXTURE-150g","HD164","HD.MIXTURE","AI","150GM","GM",150.00,"",F,9,"HD164AIB","HD.MIXTURE-150g @28.00",28.00,22.4100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD164AI","HD.MIXTURE-150g","HD164","HD.MIXTURE","AI","150GM","GM",150.00,"21",F,8,"HD164AIC","HD.MIXTURE-150g @30.00",30.00,22.8900,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD164ZA","HD.MIXTURE-350g","HD164","HD.MIXTURE","ZA","350g","",0.000,"",F,5,"HD164ZAA","HD.MIXTURE-350g @58.00",58.00,46.4200,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD164ZA","HD.MIXTURE-350g","HD164","HD.MIXTURE","ZA","350g","",0.000,"",F,6,"HD164ZAB","HD.MIXTURE-350g @63.00",63.00,50.4200,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD164ZA","HD.MIXTURE-350g","HD164","HD.MIXTURE","ZA","350g","",0.000,"69",F,3,"HD164ZAC","HD.MIXTURE-350g @65.00",65.00,49.6100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD165AI","HD.BOONDI-SALTED-150g","HD165","HD.BOONDI-SALTED","AI","150GM","GM",150.00,"",F,8,"HD165AIA","HD.BOONDI-SALTED-150g @30.00",30.00,24.0100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD165AI","HD.BOONDI-SALTED-150g","HD165","HD.BOONDI-SALTED","AI","150GM","GM",150.00,"",F,9,"HD165AIB","HD.BOONDI-SALTED-150g @32.00",32.00,25.6100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD165AI","HD.BOONDI-SALTED-150g","HD165","HD.BOONDI-SALTED","AI","150GM","GM",150.00,"008",F,7,"HD165AIC","HD.BOONDI-SALTED-150g @34.00",34.00,25.9500,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD165ZH","HD.BOONDI-SALTED-40g","HD165","HD.BOONDI-SALTED","ZH","40g","",0.000,"20",F,4,"HD165ZHA","HD.BOONDI-SALTED-40g @10.00",10.00,8.0700,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD167AI","HD.NAVRATNA MIX-150g","HD167","HD.NAVRATNA MIX","AI","150GM","GM",150.00,"",F,5,"HD167AIB","HD.NAVRATNA MIX-150g @38.00",38.00,30.6400,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD167AI","HD.NAVRATNA MIX-150g","HD167","HD.NAVRATNA MIX","AI","150GM","GM",150.00,"7",F,2,"HD167AIE","HD.NAVRATNA MIX-150g @40.00",40.00,30.3600,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD167AI","HD.NAVRATNA MIX-150g","HD167","HD.NAVRATNA MIX","AI","150GM","GM",150.00,"",F,4,"HD167AID","HD.NAVRATNA MIX-150g @34.00",34.00,27.4400,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD167AI","HD.NAVRATNA MIX-150g","HD167","HD.NAVRATNA MIX","AI","150GM","GM",150.00,"",F,6,"HD167AIA","HD.NAVRATNA MIX-150g @36.00",36.00,29.0600,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD167AI","HD.NAVRATNA MIX-150g","HD167","HD.NAVRATNA MIX","AI","150GM","GM",150.00,"7",F,1,"HD167AIF","HD.NAVRATNA MIX-150g @45.00",45.00,34.3400,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD168AI","HD.PANCHRATNA-150g","HD168","HD.PANCHRATNA","AI","150GM","GM",150.00,"",F,8,"HD168AIA","HD.PANCHRATNA-150g @45.00",45.00,37.2700,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD168AI","HD.PANCHRATNA-150g","HD168","HD.PANCHRATNA","AI","150GM","GM",150.00,"",F,9,"HD168AIB","HD.PANCHRATNA-150g @48.00",48.00,39.7500,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD168AI","HD.PANCHRATNA-150g","HD168","HD.PANCHRATNA","AI","150GM","GM",150.00,"",F,6,"HD168AIC","HD.PANCHRATNA-150g @52.00",52.00,43.0700,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD168AI","HD.PANCHRATNA-150g","HD168","HD.PANCHRATNA","AI","150GM","GM",150.00,"",F,5,"HD168AID","HD.PANCHRATNA-150g @54.00",54.00,44.7200,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD168AI","HD.PANCHRATNA-150g","HD168","HD.PANCHRATNA","AI","150GM","GM",150.00,"13",F,4,"HD168AIE","HD.PANCHRATNA-150g @55.00",55.00,42.7000,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD168ZD","HD.PANCHRATNA-50g","HD168","HD.PANCHRATNA","ZD","50g","",0.000,"1350",F,1,"HD168ZDA","HD.PANCHRATNA-50g @20.00",20.00,15.5300,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD169AI","HD.CORNFLAX MIX.-150g","HD169","HD.CORNFLAX MIX.","AI","150GM","GM",150.00,"",F,7,"HD169AIA","HD.CORNFLAX MIX.-150g @36.00",36.00,29.0600,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD169AI","HD.CORNFLAX MIX.-150g","HD169","HD.CORNFLAX MIX.","AI","150GM","GM",150.00,"",F,7,"HD169AIB","HD.CORNFLAX MIX.-150g @30.00",30.00,24.0100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD169AI","HD.CORNFLAX MIX.-150g","HD169","HD.CORNFLAX MIX.","AI","150GM","GM",150.00,"",F,9,"HD169AIC","HD.CORNFLAX MIX.-150g @32.00",32.00,25.6100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD169AI","HD.CORNFLAX MIX.-150g","HD169","HD.CORNFLAX MIX.","AI","150GM","GM",150.00,"",F,6,"HD169AID","HD.CORNFLAX MIX.-150g @34.00",34.00,27.4400,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD169AI","HD.CORNFLAX MIX.-150g","HD169","HD.CORNFLAX MIX.","AI","150GM","GM",150.00,"",F,5,"HD169AIE","HD.CORNFLAX MIX.-150g @38.00",38.00,30.6400,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD169AI","HD.CORNFLAX MIX.-150g","HD169","HD.CORNFLAX MIX.","AI","150GM","GM",150.00,"14",F,2,"HD169AIF","HD.CORNFLAX MIX.-150g @50.00",50.00,39.0500,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD169ZA","HD.CORNFLAX MIX.-350g","HD169","HD.CORNFLAX MIX.","ZA","350g","",0.000,"",F,2,"HD169ZAA","HD.CORNFLAX MIX.-350g @90.00",90.00,68.6800,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD169ZA","HD.CORNFLAX MIX.-350g","HD169","HD.CORNFLAX MIX.","ZA","350g","",0.000,"114",F,1,"HD169ZAB","HD.CORNFLAX MIX.-350g @110.00",110.00,83.9500,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD170AI","HD.KASHMIRI DALMOTH-150g","HD170","HD.KASHMIRI DALMOTH","AI","150GM","GM",150.00,"",F,11,"HD170AIB","HD.KASHMIRI DALMOTH-150g @38.00",38.00,30.4100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD170AI","HD.KASHMIRI DALMOTH-150g","HD170","HD.KASHMIRI DALMOTH","AI","150GM","GM",150.00,"",F,7,"HD170AIC","HD.KASHMIRI DALMOTH-150g @40.00",40.00,32.2900,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD170AI","HD.KASHMIRI DALMOTH-150g","HD170","HD.KASHMIRI DALMOTH","AI","150GM","GM",150.00,"8",F,6,"HD170AID","HD.KASHMIRI DALMOTH-150g @42.00",42.00,32.0600,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD171AI","HD.TASTY NUTS-150g","HD171","HD.TASTY NUTS","AI","150GM","GM",150.00,"",F,11,"HD171AIA","HD.TASTY NUTS-150g @26.00",26.00,20.8100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD171AI","HD.TASTY NUTS-150g","HD171","HD.TASTY NUTS","AI","150GM","GM",150.00,"",F,12,"HD171AIB","HD.TASTY NUTS-150g @28.00",28.00,22.4100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD171AI","HD.TASTY NUTS-150g","HD171","HD.TASTY NUTS","AI","150GM","GM",150.00,"",F,9,"HD171AIC","HD.TASTY NUTS-150g @30.00",30.00,22.8900,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD171AI","HD.TASTY NUTS-150g","HD171","HD.TASTY NUTS","AI","150GM","GM",150.00,"16",F,2,"HD171AID","HD.TASTY NUTS-150g @33.00",33.00,25.2000,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD171ZA","HD.TASTY NUTS-350g","HD171","HD.TASTY NUTS","ZA","350g","",0.000,"",F,6,"HD171ZAA","HD.TASTY NUTS-350g @58.00",58.00,46.4200,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD171ZA","HD.TASTY NUTS-350g","HD171","HD.TASTY NUTS","ZA","350g","",0.000,"",F,6,"HD171ZAB","HD.TASTY NUTS-350g @63.00",63.00,51.0000,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD171ZA","HD.TASTY NUTS-350g","HD171","HD.TASTY NUTS","ZA","350g","",0.000,"68",F,5,"HD171ZAC","HD.TASTY NUTS-350g @67.00",67.00,51.1300,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD172AI","HD.NIMBU MASALA-150g","HD172","HD.NIMBU MASALA","AI","150GM","GM",150.00,"",F,9,"HD172AIA","HD.NIMBU MASALA-150g @26.00",26.00,20.8100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD172AI","HD.NIMBU MASALA-150g","HD172","HD.NIMBU MASALA","AI","150GM","GM",150.00,"",F,10,"HD172AIB","HD.NIMBU MASALA-150g @28.00",28.00,22.4100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD172AI","HD.NIMBU MASALA-150g","HD172","HD.NIMBU MASALA","AI","150GM","GM",150.00,"67",F,6,"HD172AIC","HD.NIMBU MASALA-150g @30.00",30.00,22.8900,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD173AI","HD.MASALA CHANNA-150g","HD173","HD.MASALA CHANNA","AI","150GM","GM",150.00,"",F,7,"HD173AIA","HD.MASALA CHANNA-150g @30.00",30.00,24.0100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD173AI","HD.MASALA CHANNA-150g","HD173","HD.MASALA CHANNA","AI","150GM","GM",150.00,"",F,6,"HD173AIB","HD.MASALA CHANNA-150g @32.00",32.00,25.6100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD173AI","HD.MASALA CHANNA-150g","HD173","HD.MASALA CHANNA","AI","150GM","GM",150.00,"70",F,5,"HD173AIC","HD.MASALA CHANNA-150g @34.00",34.00,27.4200,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD174AI","HD.RATLAMI SEV-150g","HD174","HD.RATLAMI SEV","AI","150GM","GM",150.00,"",F,10,"HD174AIA","HD.RATLAMI SEV-150g @26.00",26.00,20.8100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD174AI","HD.RATLAMI SEV-150g","HD174","HD.RATLAMI SEV","AI","150GM","GM",150.00,"",F,9,"HD174AIB","HD.RATLAMI SEV-150g @28.00",28.00,22.4100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD174AI","HD.RATLAMI SEV-150g","HD174","HD.RATLAMI SEV","AI","150GM","GM",150.00,"",F,8,"HD174AIC","HD.RATLAMI SEV-150g @30.00",30.00,22.8900,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD174AI","HD.RATLAMI SEV-150g","HD174","HD.RATLAMI SEV","AI","150GM","GM",150.00,"27",F,5,"HD174AID","HD.RATLAMI SEV-150g @32.00",32.00,24.4200,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD175AI","HD.LAHSUN SEV-150g","HD175","HD.LAHSUN SEV","AI","150GM","GM",150.00,"",F,9,"HD175AIA","HD.LAHSUN SEV-150g @26.00",26.00,20.8100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD175AI","HD.LAHSUN SEV-150g","HD175","HD.LAHSUN SEV","AI","150GM","GM",150.00,"",F,8,"HD175AIB","HD.LAHSUN SEV-150g @28.00",28.00,22.4100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD175AI","HD.LAHSUN SEV-150g","HD175","HD.LAHSUN SEV","AI","150GM","GM",150.00,"24",F,6,"HD175AIC","HD.LAHSUN SEV-150g @30.00",30.00,22.8900,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD176AI","HD.SALTED PEANUT-150g","HD176","HD.SALTED PEANUT","AI","150GM","GM",150.00,"",F,11,"HD176AIA","HD.SALTED PEANUT-150g @26.00",26.00,20.8100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD176AI","HD.SALTED PEANUT-150g","HD176","HD.SALTED PEANUT","AI","150GM","GM",150.00,"",F,11,"HD176AIB","HD.SALTED PEANUT-150g @28.00",28.00,22.4100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD176AI","HD.SALTED PEANUT-150g","HD176","HD.SALTED PEANUT","AI","150GM","GM",150.00,"",F,9,"HD176AIC","HD.SALTED PEANUT-150g @30.00",30.00,22.8900,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD176AI","HD.SALTED PEANUT-150g","HD176","HD.SALTED PEANUT","AI","150GM","GM",150.00,"74",F,2,"HD176AID","HD.SALTED PEANUT-150g @33.00",33.00,25.2000,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD177AI","HD.DIET CHIVDA-150g","HD177","HD.DIET CHIVDA","AI","150GM","GM",150.00,"",F,2,"HD177AIA","HD.DIET CHIVDA-150g @26.00",26.00,20.8100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD178AI","HD.LEMON BHEL-150g","HD178","HD.LEMON BHEL","AI","150GM","GM",150.00,"",F,10,"HD178AIA","HD.LEMON BHEL-150g @26.00",26.00,20.8100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD178AI","HD.LEMON BHEL-150g","HD178","HD.LEMON BHEL","AI","150GM","GM",150.00,"",F,12,"HD178AIB","HD.LEMON BHEL-150g @28.00",28.00,22.4100,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD178AI","HD.LEMON BHEL-150g","HD178","HD.LEMON BHEL","AI","150GM","GM",150.00,"",F,7,"HD178AIC","HD.LEMON BHEL-150g @20.00",20.00,0.0000,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD178AI","HD.LEMON BHEL-150g","HD178","HD.LEMON BHEL","AI","150GM","GM",150.00,"",F,10,"HD178AID","HD.LEMON BHEL-150g @25.00",25.00,20.1500,0.00,"",""
"HD","HALDIRAM FOODS INT.L","HD178AI","HD.LEMON BHEL-150g","HD178","HD.LEMON BHEL","AI","150GM","GM",150.00,"71",F,2,"HD178AIE","HD.LEMON BHEL-150g @27.00",27.00,20.6100,0.00,"",""
